,name,link,tel,email,website,addr,rank,ratings,review_num
648,Restaurant Hoai Hiong,http://www.tripadvisor.ca/Restaurant_Review-g155032-d704928-Reviews-Restaurant_Hoai_Hiong-Montreal_Quebec.html,+1 514-738-6610,,Website,"5485 Av Victoria, Montreal, Quebec H3W 2P9 Canada","#649 of 4,030 Restaurants in Montreal",4.5,47
649,Orea Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d16693548-Reviews-Orea_Restaurant-Montreal_Quebec.html,+1 514-844-1001,mailto:restaurantorea@gmail.com,Website,"400 Notre Dame Est Crossing Bonsecours and Notre Dame, Montreal, Quebec H2Y 1C8 Canada","#650 of 4,030 Restaurants in Montreal",4.5,27
650,Deli Planet Resto Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d703718-Reviews-Deli_Planet_Resto_Bar-Montreal_Quebec.html,+1 514-861-2221,,Website,"895 rue de la Gauchetiere, Montreal, Quebec H2L 2N3 Canada","#651 of 4,030 Restaurants in Montreal",4.0,88
651,Akwaba,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5293266-Reviews-Akwaba-Montreal_Quebec.html,+1 514-507-1186,,Website,"4541 rue Bélanger, Montreal, Quebec H1T 1B7 Canada","#652 of 4,030 Restaurants in Montreal",4.5,36
652,Bleu Raisin,http://www.tripadvisor.ca/Restaurant_Review-g155032-d702129-Reviews-Bleu_Raisin-Montreal_Quebec.html,+1 514-271-2333,,Website,"5237 St Denis, Montreal, Quebec H2J 2M1 Canada","#653 of 4,030 Restaurants in Montreal",4.0,106
653,Cafe Bazin,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12868132-Reviews-Cafe_Bazin-Montreal_Quebec.html,+1 438-387-3070,,Website,"380 Victoria Ave, Westmount, QC, Montreal, Quebec H3Z 1C3 Canada","#654 of 4,030 Restaurants in Montreal",4.5,23
654,Restaurant Daou,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5093284-Reviews-Restaurant_Daou-Montreal_Quebec.html,+1 514-334-1199,mailto:info@restaurantdaou.ca,Website,"2372 Marcel Laurin, Montreal, Quebec H4R 1K4 Canada","#655 of 4,030 Restaurants in Montreal",4.0,59
655,Cafe imagination,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5313577-Reviews-Cafe_imagination-Montreal_Quebec.html,+1 514-313-1253,mailto:info@cafe-imagination.com,Website,"1355 Boulevard Rene-Levesque Ouest, Montreal, Quebec H3G 1T3 Canada","#656 of 4,030 Restaurants in Montreal",4.0,59
656,I am Pho,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12980556-Reviews-I_am_Pho-Montreal_Quebec.html,+1 514-903-1688,,,"1444 rue Saint-Mathieu Corner Demaisonneuve, Montreal, Quebec H3H 2H9 Canada","#657 of 4,030 Restaurants in Montreal",5.0,19
657,Restaurant Per Te,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3474624-Reviews-Restaurant_Per_Te-Montreal_Quebec.html,+1 514-389-3000,mailto:luigi@restaurantperte.com,Website,"371 Rue Guizot Est, Montreal, Quebec H2P 1M7 Canada","#658 of 4,030 Restaurants in Montreal",5.0,31
658,Arts Cafe Montreal,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4848637-Reviews-Arts_Cafe_Montreal-Montreal_Quebec.html,+1 514-274-0919,,Website,"201 Fairmount O., Montreal, Quebec H2T 2M8 Canada","#659 of 4,030 Restaurants in Montreal",4.0,76
659,Zante,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1979271-Reviews-Zante-Montreal_Quebec.html,+1 514-288-4777,mailto:info@restaurantzante.com,Website,"3449 Boulavard St. Laurent At the le Cantlie Suites Hotel, Montreal, Quebec H2X 2T6 Canada","#660 of 4,030 Restaurants in Montreal",4.5,56
660,Saveurs Thai,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3151017-Reviews-Saveurs_Thai-Montreal_Quebec.html,+1 514-696-8228,,Website,"13900 blvd Pierrefonds, Montreal, Quebec Canada","#661 of 4,030 Restaurants in Montreal",4.0,55
661,Venice,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12906157-Reviews-Venice-Montreal_Quebec.html,+1 514-379-3997,,Website,"1045 Côte du Beaver Hall, Montreal, Quebec H2Z 1S5 Canada","#662 of 4,030 Restaurants in Montreal",4.0,45
662,Addies Bistro Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d11666999-Reviews-Addies_Bistro_Bar-Montreal_Quebec.html,+1 514-866-3535,mailto:info@addies.ca,Website,"1242 Rue Drummond, Montreal, Quebec H3G 1V7 Canada","#663 of 4,030 Restaurants in Montreal",4.0,64
663,John Michael's Pub,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10962035-Reviews-John_Michael_s_Pub-Montreal_Quebec.html,+1 514-903-6998,mailto:info@johnmichaelspubmtl.com,Website,"458 Place Jacques Cartier, Montreal, Quebec H2Y 3B3 Canada","#664 of 4,030 Restaurants in Montreal",3.5,126
664,Macbar et Fromage,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10522338-Reviews-Macbar_et_Fromage-Montreal_Quebec.html,+1 514-303-6622,mailto:info@macbar.ca,Website,"1345 Rue Ontario East, Montreal, Quebec H2L 1R8 Canada","#665 of 4,030 Restaurants in Montreal",4.0,44
665,Phuket,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1127484-Reviews-Phuket-Montreal_Quebec.html,+1 514-721-2888,,Website,"4673, rue Jarry Est, Montreal, Quebec H1R 1X6 Canada","#666 of 4,030 Restaurants in Montreal",4.0,81
666,Le Darlington,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4849436-Reviews-Le_Darlington-Montreal_Quebec.html,+1 514-875-2163,mailto:reservations@ledarlington.com,Website,"380, Boulevard Rene Levesque Ouest, Montreal, Quebec H2Z 0A6 Canada","#667 of 4,030 Restaurants in Montreal",4.0,118
667,Terra Verde,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10302658-Reviews-Terra_Verde-Montreal_Quebec.html,+1 514-868-6662,,Website,"159 Rue Saint Antoine Ouest Local 139A, Montreal, Quebec H2Z 1H2 Canada","#668 of 4,030 Restaurants in Montreal",5.0,21
668,Sushi Plus,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3173711-Reviews-Sushi_Plus-Montreal_Quebec.html,+1 514-227-3938,,Website,"1248 Ave Beaumont, Montreal, Quebec H3P 3E5 Canada","#669 of 4,030 Restaurants in Montreal",4.0,106
669,Notre-Boeuf-De-Grace,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12307812-Reviews-Notre_Boeuf_De_Grace-Montreal_Quebec.html,+1 514-331-6933,,Website,"3834 Cote Vertu st Laurent, Montreal, Quebec H4R 1P8 Canada","#670 of 4,030 Restaurants in Montreal",4.0,60
670,Le Cordial Bistro-bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d6022332-Reviews-Le_Cordial_Bistro_bar-Montreal_Quebec.html,+1 514-284-4313,,Website,"475 President Kennedy Ave, Montreal, Quebec H3A 1J7 Canada","#671 of 4,030 Restaurants in Montreal",4.0,57
671,Le Depanneur Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2282976-Reviews-Le_Depanneur_Cafe-Montreal_Quebec.html,+1 514-965-9248,mailto:depanneurcafemtl@gmail.com,Website,"206 Rue Bernard Ouest, Montreal, Quebec H2T 2K4 Canada","#672 of 4,030 Restaurants in Montreal",4.5,42
672,Maison Indian Curry,http://www.tripadvisor.ca/Restaurant_Review-g155032-d780733-Reviews-Maison_Indian_Curry-Montreal_Quebec.html,+1 514-273-0004,,Website,"996 Rue Jean-Talon West, Montreal, Quebec H3N 1S8 Canada","#673 of 4,030 Restaurants in Montreal",4.0,143
673,Sumo Ramen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1529769-Reviews-Sumo_Ramen-Montreal_Quebec.html,+1 514-940-3668,,Website,"1007 St Laurent, Montreal, Quebec QCH2Z Canada","#674 of 4,030 Restaurants in Montreal",4.0,109
674,La Pizzaiolle (Ville Mont-Royal),http://www.tripadvisor.ca/Restaurant_Review-g155032-d8516442-Reviews-La_Pizzaiolle_Ville_Mont_Royal-Montreal_Quebec.html,,,,,,,
675,Tsukuyomi,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12831391-Reviews-Tsukuyomi-Montreal_Quebec.html,+1 514-273-8886,mailto:hello@tsukuyomi.ca,Website,"5207 Saint-Laurent, Montréal, Montreal, Quebec H2T 1S4 Canada","#676 of 4,030 Restaurants in Montreal",4.5,26
676,Chez Jacquie & France,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879234-Reviews-Chez_Jacquie_France-Montreal_Quebec.html,+1 514-767-7877,,Website,"4609 Bannantyne Rue, Montreal, Quebec H4G 1E4 Canada","#677 of 4,030 Restaurants in Montreal",4.5,48
677,Madisons Restaurant & Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d786945-Reviews-Madisons_Restaurant_Bar-Montreal_Quebec.html,+1 514-252-1221,mailto:sherbrooke@madisonsresto.com,Website,"5222 Rue Sherbrooke E, Montreal, Quebec H1V 1A1 Canada","#678 of 4,030 Restaurants in Montreal",3.5,195
678,Walter Bistro,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10344229-Reviews-Walter_Bistro-Montreal_Quebec.html,,,,,,,
679,Atami,http://www.tripadvisor.ca/Restaurant_Review-g155032-d682013-Reviews-Atami-Montreal_Quebec.html,+1 514-735-5400,,Website,"5499 Côte des Neiges, Montreal, Quebec Canada","#680 of 4,030 Restaurants in Montreal",4.5,45
680,Yuukai,http://www.tripadvisor.ca/Restaurant_Review-g155032-d796415-Reviews-Yuukai-Montreal_Quebec.html,+1 514-303-0332,mailto:yuukaisushi@gmail.com,Website,"5407 Ave, Montreal, Quebec H2V 4G9 Canada","#681 of 4,030 Restaurants in Montreal",4.5,59
681,Casa de Alentejo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d966725-Reviews-Casa_de_Alentejo-Montreal_Quebec.html,+1 514-272-9797,,Website,"5938, St-Hubert, Montreal, Quebec H2S 2L7 Canada","#682 of 4,030 Restaurants in Montreal",4.0,48
682,3 Amigos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d5078425-Reviews-3_Amigos-Montreal_Quebec.html,+1 514-987-6868,,Website,"1621 Saint-Denis Rue, Montreal, Quebec H2X 3K3 Canada","#683 of 4,030 Restaurants in Montreal",3.5,184
683,l'Oeufrier De Liege,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4776635-Reviews-L_Oeufrier_De_Liege-Montreal_Quebec.html,+1 514-858-6030,,Website,"l'Oeufrier, 350 rue de Liege, Montreal, Quebec H2P 1J5 Canada","#684 of 4,030 Restaurants in Montreal",4.5,48
684,Boswell Brasserie Artisanale,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10091927-Reviews-Boswell_Brasserie_Artisanale-Montreal_Quebec.html,+1 438-386-4661,mailto:info@brasserieboswell.com,Website,"2407 Mont-Royal Est, Montreal, Quebec H2H 1L2 Canada","#685 of 4,030 Restaurants in Montreal",4.5,44
685,Souvlaki Bar,http://www.tripadvisor.ca/Restaurant_Review-g155032-d12213206-Reviews-Souvlaki_Bar-Montreal_Quebec.html,+1 514-379-3798,mailto:info@souvlakibar.ca,Website,"3310 Boulevard de la côte-vertu Ville Saint Laurent, Montreal, Quebec H4R 1P8 Canada","#686 of 4,030 Restaurants in Montreal",4.0,81
686,Tripolis,http://www.tripadvisor.ca/Restaurant_Review-g155032-d797058-Reviews-Tripolis-Montreal_Quebec.html,+1 514-277-4689,mailto:http://www.yelp.ca/biz/tripolis-montr%C3%A9al,Website,"679 Saint Roch Monteal, Quebec, Montreal, Quebec H3N 1L2 Canada","#687 of 4,030 Restaurants in Montreal",4.5,45
687,Moccione,http://www.tripadvisor.ca/Restaurant_Review-g155032-d16875873-Reviews-Moccione-Montreal_Quebec.html,+1 514-270-4441,,Website,"380 Villeray, Montreal, Quebec H2R 1G9 Canada","#689 of 4,030 Restaurants in Montreal",5.0,16
688,Bistro Japonais Furusato,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2446883-Reviews-Bistro_Japonais_Furusato-Montreal_Quebec.html,+1 514-849-3438,,Website,"2137 Rue De Bleury, Montreal, Quebec H3A 2K2 Canada","#688 of 4,030 Restaurants in Montreal",4.0,66
689,Paul Patates,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3572649-Reviews-Paul_Patates-Montreal_Quebec.html,+1 514-937-2751,,,"760 Rue Charlevoix, Montreal, Quebec H3K 2Y2 Canada","#690 of 4,030 Restaurants in Montreal",4.5,32
690,Bar Le Lab Quartier des Spectacles,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3639496-Reviews-Bar_Le_Lab_Quartier_des_Spectacles-Montreal_Quebec.html,+1 514-903-6522,mailto:info2@barlelab.com,Website,"279 Rue Sainte-Catherine East, Montreal, Quebec H2X 1L5 Canada","#691 of 4,030 Restaurants in Montreal",4.5,59
691,Pizzeria Magpie,http://www.tripadvisor.ca/Restaurant_Review-g155032-d9609205-Reviews-Pizzeria_Magpie-Montreal_Quebec.html,+1 514-544-2900,,Website,"1237 Amherst Street, Montreal, Quebec H2L 3K9 Canada","#692 of 4,030 Restaurants in Montreal",4.0,46
692,Rotisserie St-Hubert,http://www.tripadvisor.ca/Restaurant_Review-g155032-d4879161-Reviews-Rotisserie_St_Hubert-Montreal_Quebec.html,+1 514-385-5555,mailto:rot220@st-hubert.com,Website,"1180 Avenue des Canadiens-de-Montreal, Montreal, Quebec H3B 2S2 Canada","#693 of 4,030 Restaurants in Montreal",4.0,109
693,Kinoya,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3513159-Reviews-Kinoya-Montreal_Quebec.html,+1 514-508-5200,,Website,"4250, Rue Saint-Denis, Montreal, Quebec H2J 2K8 Canada","#694 of 4,030 Restaurants in Montreal",4.0,90
694,Restaurant Christophe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d784979-Reviews-Restaurant_Christophe-Montreal_Quebec.html,+1 514-270-0850,,Website,"1187 Avenue Van Horne, Montreal, Quebec H2V 1K1 Canada","#695 of 4,030 Restaurants in Montreal",4.0,81
695,Restaurant Dima,http://www.tripadvisor.ca/Restaurant_Review-g155032-d980029-Reviews-Restaurant_Dima-Montreal_Quebec.html,+1 514-334-3876,,Website,"1575 Rue Dudemaine, Montreal, Quebec H3M 1R2 Canada","#696 of 4,030 Restaurants in Montreal",5.0,26
696,La Mie Matinale,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7312018-Reviews-La_Mie_Matinale-Montreal_Quebec.html,+1 514-529-5656,,,"1371, Rue Sainte-Catherine Est, Montreal, Quebec H2L 2H7 Canada","#697 of 4,030 Restaurants in Montreal",4.5,29
697,Restaurant Alba,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10714822-Reviews-Restaurant_Alba-Montreal_Quebec.html,+1 514-840-8488,mailto:info.restaurantalba@gmail.com,Website,"1112 rue Sherbrooke O, Montreal, Quebec H3A 1G6 Canada","#698 of 4,030 Restaurants in Montreal",4.5,51
698,Cafe Prague,http://www.tripadvisor.ca/Restaurant_Review-g155032-d9712126-Reviews-Cafe_Prague-Montreal_Quebec.html,+1 514-439-3778,mailto:info@cafeprague.ca,Website,"1317 Van Horne, Montreal, Quebec H2V 1K7 Canada","#699 of 4,030 Restaurants in Montreal",4.5,25
699,Aux Lilas,http://www.tripadvisor.ca/Restaurant_Review-g155032-d701723-Reviews-Aux_Lilas-Montreal_Quebec.html,+1 514-271-1453,mailto:info@auxlilas.ca,Website,"5570 Parc, Montreal, Quebec H2V 4H1 Canada","#700 of 4,030 Restaurants in Montreal",4.5,33
700,Pho Nguyen,http://www.tripadvisor.ca/Restaurant_Review-g155032-d953421-Reviews-Pho_Nguyen-Montreal_Quebec.html,+1 514-846-6688,,,"1452 St-Mathieu, Montreal, Quebec H3H 2H9 Canada","#701 of 4,030 Restaurants in Montreal",4.5,34
701,Rosewood Pub & Restaurant,http://www.tripadvisor.ca/Restaurant_Review-g155032-d7198662-Reviews-Rosewood_Pub_Restaurant-Montreal_Quebec.html,+1 514-843-8585,mailto:info@rosewoodmontreal.com,Website,"60 Rue Saint-Jacques, Montreal, Quebec H2Y 1L5 Canada","#702 of 4,030 Restaurants in Montreal",4.0,73
702,Casa Mare,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3786282-Reviews-Casa_Mare-Montreal_Quebec.html,+1 514-626-7202,,Website,"15714, boul Pierrefonds, Montreal, Quebec H9H 3P6 Canada","#703 of 4,030 Restaurants in Montreal",4.0,52
703,Pasta Casareccia,http://www.tripadvisor.ca/Restaurant_Review-g155032-d800242-Reviews-Pasta_Casareccia-Montreal_Quebec.html,+1 514-483-1588,mailto:info@pastacasa.ca,Website,"5849 Rue Sherbrooke O, Montreal, Quebec H4A 1X4 Canada","#704 of 4,030 Restaurants in Montreal",4.0,103
704,Quartier Perse,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2467456-Reviews-Quartier_Perse-Montreal_Quebec.html,+1 514-488-6367,,Website,"4241 Boulevard Decarie, Montreal, Quebec H4A 3K4 Canada","#705 of 4,030 Restaurants in Montreal",4.0,102
705,Caravane Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8074063-Reviews-Caravane_Cafe-Montreal_Quebec.html,+1 514-344-1780,,Website,"3506, Avenue Lacombe, Montreal, Quebec H3T 1M1 Canada","#706 of 4,030 Restaurants in Montreal",4.5,33
706,Tomate Basilic,http://www.tripadvisor.ca/Restaurant_Review-g155032-d783068-Reviews-Tomate_Basilic-Montreal_Quebec.html,+1 514-645-2009,mailto:administration@tomatebasilic.com,Website,"12585 Sherbrooke Est, Montreal, Quebec H1B 1C8 Canada","#707 of 4,030 Restaurants in Montreal",4.0,67
707,Circos,http://www.tripadvisor.ca/Restaurant_Review-g155032-d2186479-Reviews-Circos-Montreal_Quebec.html,,,,,,,
708,Taormina Lounge,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3893541-Reviews-Taormina_Lounge-Montreal_Quebec.html,+1 514-634-5548,mailto:taorminalounge@hotmail.com,Website,"2530 Boulevard Saint-Joseph, Montreal, Quebec H8S 2N9 Canada","#709 of 4,030 Restaurants in Montreal",4.5,52
709,Hippi Poutine,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8484961-Reviews-Hippi_Poutine-Montreal_Quebec.html,+1 514-848-0316,mailto:hippipoutine.info@gmail.com,Website,"3482 Rue Saint-Denis, Montreal, Quebec H2X 3L3 Canada","#710 of 4,030 Restaurants in Montreal",4.0,91
710,Budapest Roma,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3366481-Reviews-Budapest_Roma-Montreal_Quebec.html,+1 514-893-1857,,Website,"68 Duluth Est, Montreal, Quebec H2W 1G8 Canada","#711 of 4,030 Restaurants in Montreal",4.0,61
711,Les Fillettes,http://www.tripadvisor.ca/Restaurant_Review-g155032-d8142922-Reviews-Les_Fillettes-Montreal_Quebec.html,271-7502,,Website,"1226 Avenue Van Horne Remplace le Paris Beurre, Montreal, Quebec Canada","#712 of 4,030 Restaurants in Montreal",4.0,106
712,Le Valois,http://www.tripadvisor.ca/Restaurant_Review-g155032-d813585-Reviews-Le_Valois-Montreal_Quebec.html,+1 514-528-0202,,Website,"25 Pl Simon Valois, Montreal, Quebec H1W 0A6 Canada","#713 of 4,030 Restaurants in Montreal",3.5,230
713,Nonya,http://www.tripadvisor.ca/Restaurant_Review-g155032-d803938-Reviews-Nonya-Montreal_Quebec.html,+1 514-875-9998,mailto:nonya.mtl@gmail.com,Website,"151 Rue Bernard West Au coin de rue wavely, mile-end, Montreal, Quebec H2T 2K3 Canada","#714 of 4,030 Restaurants in Montreal",4.0,84
714,Grillades Portugaises Galo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3642365-Reviews-Grillades_Portugaises_Galo-Montreal_Quebec.html,+1 514-504-5110,,Website,"1970 Graham, Montreal, Quebec H3R 1H3 Canada","#715 of 4,030 Restaurants in Montreal",4.0,58
715,Paella 1334,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14764703-Reviews-Paella_1334-Montreal_Quebec.html,+1 438-925-5285,mailto:paella1334@gmail.com,Website,"1334 rue Sainte Catherine Est, Montreal, Quebec H2L 2H5 Canada","#716 of 4,030 Restaurants in Montreal",4.5,37
716,Takumi fusion asiatique & sushis,http://www.tripadvisor.ca/Restaurant_Review-g155032-d10200621-Reviews-Takumi_fusion_asiatique_sushis-Montreal_Quebec.html,+1 514-282-8838,,Website,"405 Sherbrooke Est, Montreal, Quebec H2L 1J9 Canada","#717 of 4,030 Restaurants in Montreal",4.0,66
717,Etoile des Indes - Star of India,http://www.tripadvisor.ca/Restaurant_Review-g155032-d789421-Reviews-Etoile_des_Indes_Star_of_India-Montreal_Quebec.html,+1 514-932-8330,,Website,"1806 St. Catherine West, Montreal, Quebec H3H 1M1 Canada","#718 of 4,030 Restaurants in Montreal",4.0,135
718,Siam Centre-ville,http://www.tripadvisor.ca/Restaurant_Review-g155032-d14201884-Reviews-Siam_Centre_ville-Montreal_Quebec.html,+1 514-393-8188,mailto:siam.centreville@groupesatori.com,Website,"1100 Mountain Street at Hotel Le Crystal, Montreal, Quebec H3G 0A1 Canada","#719 of 4,030 Restaurants in Montreal",4.0,42
719,Gustave,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1011973-Reviews-Gustave-Montreal_Quebec.html,+1 514-847-9005,,Website,"980 De Maisonneuve Blvd W, Montreal, Quebec H3A 1M5 Canada","#720 of 4,030 Restaurants in Montreal",4.0,72
720,Restaurant Kyoto,http://www.tripadvisor.ca/Restaurant_Review-g155032-d1050546-Reviews-Restaurant_Kyoto-Montreal_Quebec.html,+1 514-448-7874,,Website,"861 Decarie Blvd, Montreal, Quebec H4L 3L7 Canada","#721 of 4,030 Restaurants in Montreal",4.5,38
721,Byblos Le Petit Cafe,http://www.tripadvisor.ca/Restaurant_Review-g155032-d683039-Reviews-Byblos_Le_Petit_Cafe-Montreal_Quebec.html,+1 514-523-9396,,Website,"1499 Av Laurier E, Montreal, Quebec H2J 1H8 Canada","#722 of 4,030 Restaurants in Montreal",4.0,161
722,Soupe St Denis,http://www.tripadvisor.ca/Restaurant_Review-g155032-d3871957-Reviews-Soupe_St_Denis-Montreal_Quebec.html,+1 514-544-5004,mailto:soupestdenis@gmail.com,Website,"1228 rue Saint-Denis, Montreal, Quebec H2X 3J6 Canada","#723 of 4,030 Restaurants in Montreal",4.0,58
723,Osteria Gallo,http://www.tripadvisor.ca/Restaurant_Review-g155032-d17397600-Reviews-Osteria_Gallo-Montreal_Quebec.html,+1 514-271-8080,mailto:osteriagallo@hotmail.com,Website,"7950 St-Hubert, Montreal, Quebec H2R 2P3 Canada","#724 of 4,030 Restaurants in Montreal",5.0,15
724,Le Jurancon,http://www.tripadvisor.ca/Restaurant_Review-g155032-d795434-Reviews-Le_Jurancon-Montreal_Quebec.html,+1 514-274-0139,mailto:lejurancon@gmail.com,Website,"1028, Saint-Zotique East, Montreal, Quebec H2S 1N2 Canada","#725 of 4,030 Restaurants in Montreal",4.5,54
725,Helm,http://www.tripadvisor.ca/Restaurant_Review-g155032-d952672-Reviews-Helm-Montreal_Quebec.html,+1 514-276-0473,,Website,"273 Bernard west, Montreal, Quebec H2V 1T5 Canada","#726 of 4,030 Restaurants in Montreal",4.0,44
726,Bar Palco,http://www.tripadvisor.ca/Restaurant_Review-g155032-d9790002-Reviews-Bar_Palco-Montreal_Quebec.html,+1 514-303-1345,,Website,"4019 Wellington, Montreal, Quebec H4G 1V6 Canada","#728 of 4,030 Restaurants in Montreal",4.5,27
